KBID	Title	AlternateTitle	PackageName	URL	ProxiedURL	Publisher	Edition	Author	Editor	Illustrator	PrintISSN	OnlineISSN	PrintISBN	OnlineISBN	DOI	PeerReviewed	ManagedCoverageBegin	ManagedCoverageEnd	CustomCoverageBegin	CustomCoverageEnd	CoverageStatement	Embargo	CustomEmbargo	Description	Subject	ResourceType	PackageContentType	CreateCustom	HideOnPublicationFinder	Delete	OrderedThroughEBSCO	IsCustom	UserDefinedField1	UserDefinedField2	UserDefinedField3	UserDefinedField4	UserDefinedField5	PackageType	AllowEbscoToAddNewTitles	
379776	Health, Safety and Environment Legislation: A Pocket Guide	Health safety and environment legislation a pocket guide|Health, Safety and Environment Legislation|Health, Safety and Environment Legislation: A Pocket Guide	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847551047	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847551047	Royal Society of Chemistry		Edward Rowland|Bob Day					978-0-85404-497-9	978-1-84755-104-7		N	2003-01-01	2003-12-31							EDUCATION / Professional Development|Engineering|SCIENCE / Chemistry / General|SCIENCE / Research & Methodology	Book	EBook	N	N	N	N	N						Complete	Y	
379825	Ion exchange membranes : preparation, characterization, modification and application	Ion exchange membranes : preparation, characterization, modification and application|Ion exchange membranes preparation characterization modification and application	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847551177	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847551177	Royal Society of Chemistry		Toshikatsu Sata					978-0-85404-590-7	978-1-84755-117-7		N	2004-01-01	2004-12-31							Science|SCIENCE / Chemistry / General	Book	EBook	N	N	N	N	N						Complete	Y	
379855	Mass spectrometry : a foundation course	Mass Spectrometry (2004)|Mass spectrometry : a foundation course|Mass spectrometry a foundation course	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847551306	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847551306	Royal Society of Chemistry		K. Downard					978-0-85404-609-6	978-1-78801-827-2|978-1-84755-130-6		N	2004-01-01	2004-12-31							Science|SCIENCE / Chemistry / Analytic	Book	EBook	N	N	N	N	N						Complete	Y	
380076	Sustainability in Agriculture (Issues in Environmental Science and Technology)	Sustainability in Agriculture|Sustainability in Agriculture (Issues in Environmental Science and Technology)|Sustainability in agriculture issues in environmental science and technology	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552433	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552433	Royal Society of Chemistry		R E Hester|R M Harrison					978-0-85404-201-2	978-1-59124-910-8|978-1-84755-243-3		N	2005-01-01	2005-12-31							Engineering|SCIENCE / Environmental Science|TECHNOLOGY & ENGINEERING / Agriculture / Sustainable Agriculture	Book	EBook	N	N	N	N	N						Complete	Y	
380109	Vacuum Technology: Calculations in Chemistry	Vacuum Technology|Vacuum technology calculations in chemistry|Vacuum Technology: Calculations in Chemistry	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552273	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552273	Royal Society of Chemistry		D.J. Hucknall and A. Morris					978-0-85404-651-5	978-1-84755-227-3		N	2003-01-01	2003-12-31							Technology|TECHNOLOGY & ENGINEERING / Mechanical	Book	EBook	N	N	N	N	N						Complete	Y	
380118	Water Contamination Emergencies: Can We Cope?	Water Contamination Emergencies (2004)|Water contamination emergencies can we cope|Water Contamination Emergencies: Can We Cope?	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552358	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552358	Royal Society of Chemistry		John Gray|K Clive Thompson					978-0-85404-172-5|978-0-85404-628-7	978-1-62870-136-4|978-1-84755-235-8		N	2004-01-01	2004-12-31							Engineering|SCIENCE / Chemistry / General|SCIENCE / Earth Sciences / Hydrology|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
399769	Biophysical Chemistry: Membranes and Proteins	Biophysical chemistry RSC ebook|Biophysical Chemistry: Membranes and Proteins	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847550255	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847550255	Royal Society of Chemistry		R H Templer|Robin Leatherbarrow					978-0-85404-851-9	978-1-84755-025-5		N	2002-01-01	2002-12-31							Biochemistry|Biophysics|SCIENCE / Chemistry / General|SCIENCE / Life Sciences / Biophysics	Book	EBook	N	N	N	N	N						Complete	Y	
499458	Drug Design: Cutting Edge Approaches	Drug Design - Cutting Edge Approaches|Drug Design: Cutting Edge Approaches	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847550705	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847550705	Royal Society of Chemistry		Darren R Flower					978-0-85404-816-8	978-1-60119-027-7|978-1-84755-070-5		N	2002-01-01	2002-12-31							Health & Medicine (General)|MEDICAL / Pharmacology|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
604006	Chemicals in the Environment: Assessing and Managing Risk	Chemicals In The Environment|Chemicals in the Environment: Assessing and Managing Risk	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552440	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552440	Royal Society of Chemistry		R E Hester|R M Harrison	Hester				978-0-85404-206-7	978-1-62870-873-8|978-1-84755-244-0		N	2006-01-01	2006-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
604007	Chemistry and Medicines: An Introductory Text	Chemistry and Medicines|Chemistry and Medicines: An Introductory Text	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847555403	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847555403	Royal Society of Chemistry		Hanson, James Ralph					978-0-85404-645-4	978-1-62870-140-1|978-1-84755-540-3		N	2006-01-01	2006-12-31							Chemistry|MEDICAL / Drug Guides|MEDICAL / Nursing / Pharmacology|MEDICAL / Pharmacology|MEDICAL / Pharmacy	Book	EBook	N	N	N	N	N						Complete	Y	
604008	Male-mediated Developmental Toxicity	Male-mediated Developmental Toxicity	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847557643	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847557643	Royal Society of Chemistry		Diana Anderson|Martin H Brinkworth					978-0-85404-847-2	978-1-84755-764-3		N	2007-01-01	2007-12-31							Chemistry|MEDICAL / Toxicology|SCIENCE / Chemistry / Clinical	Book	EBook	N	N	N	N	N						Complete	Y	
604009	Photodynamic Therapy with ALA: A Clinical Handbook	Photodynamic Therapy with ALA|Photodynamic Therapy with ALA: A Clinical Handbook	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555281	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555281	Royal Society of Chemistry		Roy Pottier|Reinhold Baumgartner|Herbert Stepp|Barbara Krammer					978-0-85404-341-5	978-1-84755-528-1		N	2006-01-01	2006-12-31							Chemistry|SCIENCE / Chemistry / Clinical	Book	EBook	N	N	N	N	N						Complete	Y	
604010	Environmental Forensics (2008)	Environmental Forensics|Environmental Forensics (2008)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558343	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558343	Royal Society of Chemistry		R E Hester|R M Harrison	Hester				978-0-85404-957-8	978-1-61583-358-0|978-1-84755-834-3		N	2008-01-01	2008-12-31							Chemistry|SCIENCE / Chemistry / Analytic|SCIENCE / Chemistry / General|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
604011	Bile Acids: Toxicology and Bioactivity	Bile Acids: Toxicology and Bioactivity	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847558336	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847558336	Royal Society of Chemistry		Gareth J Jenkins|Laura Hardie	Jenkins				978-0-85404-846-5	978-1-84755-833-6		N	2008-01-01	2008-12-31							Chemistry|MEDICAL / Toxicology|SCIENCE / Chemistry / Clinical	Book	EBook	N	N	N	N	N						Complete	Y	
604012	Biodiversity Under Threat	Biodiversity Under Threat	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557650	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557650	Royal Society of Chemistry		R M Harrison|R E Hester	Hester				978-0-85404-251-7	978-1-84755-765-0		N	2007-01-01	2007-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
604013	Biomimetic Nanoceramics in Clinical Use: From Materials to Applications	Biomimetic Nanoceramics in Clinical Use: From Materials to Applications	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558923	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558923	Royal Society of Chemistry		Daniel A Arcos Navarrete|María Vallet-Regi	Hester				978-0-85404-142-8	978-1-84755-892-3		N	2008-01-01	2008-12-31							Chemistry|SCIENCE / Chemistry / Clinical|SCIENCE / Life Sciences / Biochemistry|SCIENCE / Nanoscience	Book	EBook	N	N	N	N	N						Complete	Y	
604015	The Chemistry of Fungi	The Chemistry of Fungi	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847558329	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847558329	Royal Society of Chemistry		James R Hanson					978-0-85404-136-7	978-1-84755-832-9		N	2008-01-01	2008-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Life Sciences / Biochemistry|SCIENCE / Life Sciences / Microbiology	Book	EBook	N	N	N	N	N						Complete	Y	
604016	Computational and Structural Approaches to Drug Discovery: Ligand-Protein Interactions	Computational and Structural Approaches to Drug Discovery: Ligand-Protein Interactions	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847557964	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847557964	Royal Society of Chemistry		Janet Finer-Moore|Robert Stroud	Stroud				978-0-85404-365-1	978-1-84755-796-4		N	2007-01-01	2007-12-31							Chemistry|SCIENCE / Biotechnology|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
604017	Cytochromes P450: Role in the Metabolism and Toxicity of Drugs and Other Xenobiotics	Cytochromes P450: Role in the Metabolism and Toxicity of Drugs and Other Xenobiotics	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847558428	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847558428	Royal Society of Chemistry		Costas Ioannides	Ioannides				978-0-85404-274-6	978-1-84755-842-8		N	2008-01-01	2008-12-31							Chemistry|SCIENCE / Chemistry / Organic|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
604018	Essentials of Nucleic Acid Analysis: A Robust Approach	Essentials of Nucleic Acid Analysis: A Robust Approach	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847558213	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847558213	Royal Society of Chemistry		Jacquie T Keer|Lyndsey Birch	Keer				978-0-85404-367-5	978-1-61583-359-7|978-1-84755-821-3		N	2008-01-01	2008-12-31							Chemistry|SCIENCE / Chemistry / Analytic|SCIENCE / Life Sciences / Molecular Biology	Book	EBook	N	N	N	N	N						Complete	Y	
604019	Flavins: Photochemistry and Photobiology	Flavins: Photochemistry and Photobiology	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555397	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555397	Royal Society of Chemistry		Ana  M Edwards|Eduardo Silva	Silva				978-0-85404-331-6	978-1-61583-361-0|978-1-84755-539-7		N	2006-01-01	2006-12-31							Chemistry|SCIENCE / Chemistry / Physical & Theoretical|SCIENCE / Life Sciences / Biophysics	Book	EBook	N	N	N	N	N						Complete	Y	
604020	Food Colloids: Self-Assembly and Material Science	Food Colloids: Self-Assembly and Material Science	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557698	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557698	Royal Society of Chemistry		Martin E Leser|Eric Dickinson	Dickinson				978-0-85404-271-5	978-1-62870-465-5|978-1-84755-769-8		N	2007-01-01	2007-12-31							Chemistry|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Food Science / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
604021	The Food Safety Hazard Guidebook	The Food Safety Hazard Guidebook	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847558398	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847558398	Royal Society of Chemistry		Richard Lawley|Laurie Curtis|Judy Davis					978-0-85404-460-3|978-1-84755-839-8	978-1-84755-839-8		N	2008-01-01	2008-12-31							Chemistry|SCIENCE / Chemistry / Industrial & Technical|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
604022	Gums and Stabilisers for the Food Industry 14	Gums and Stabilisers for the Food Industry 14	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558312	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558312	Royal Society of Chemistry		Glyn O Phillips|Peter A Williams	Williams				978-0-85404-461-0	978-1-62870-144-9|978-1-84755-831-2		N	2008-01-01	2008-12-31							Chemistry|SCIENCE / Chemistry / Physical & Theoretical|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
604023	Hydrogen Energy: Challenges and Prospects	Hydrogen Energy: Challenges and Prospects	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558022	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558022	Royal Society of Chemistry		R M Dell|D A J Rand	R				978-0-85404-597-6	978-1-84755-802-2		N	2007-01-01	2007-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Energy|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
604024	Magnetic Resonance in Food Science: From Molecules to Man	Magnetic Resonance in Food Science: From Molecules to Man	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557735	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557735	Royal Society of Chemistry		Peter S Belton|G Webb|I A Farhat					978-0-85404-340-8	978-1-84755-773-5		N	2007-01-01	2007-12-31							Chemistry|SCIENCE / Chemistry / General	Book	EBook	N	N	N	N	N						Complete	Y	
604025	Medicinal Applications of Coordination Chemistry	Medicinal Applications of Coordination Chemistry	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847557759	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847557759	Royal Society of Chemistry		John R Thornback|Chris J Jones					978-0-85404-596-9	978-1-62870-142-5|978-1-84755-775-9		N	2007-01-01	2007-12-31							Chemistry|SCIENCE / Chemistry / Clinical|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Inorganic	Book	EBook	N	N	N	N	N						Complete	Y	
604026	Principles of Environmental Chemistry	Principles of Environmental Chemistry	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557780	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557780	Royal Society of Chemistry		Harrison, Roy M.					978-0-85404-371-2	978-1-61583-369-6|978-1-84755-778-0		N	2007-01-01	2007-12-31							Chemistry|SCIENCE / Earth Sciences / Geography|SCIENCE / Earth Sciences / Geology	Book	EBook	N	N	N	N	N						Complete	Y	
604027	Ribozymes and RNA Catalysis	Ribozymes and RNA Catalysis	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557988	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557988	Royal Society of Chemistry		Fritz Eckstein|David M J Lilley					978-0-85404-253-1	978-1-84755-798-8		N	2007-01-01	2007-12-31							Chemistry|SCIENCE / Life Sciences / Biophysics|SCIENCE / Life Sciences / Molecular Biology	Book	EBook	N	N	N	N	N						Complete	Y	
604028	The Science of Bakery Products	The Science of Bakery Products	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557797	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557797	Royal Society of Chemistry		Edwards, W. P.					978-0-85404-486-3	978-1-62870-143-2|978-1-84755-779-7		N	2007-01-01	2007-12-31							Chemistry|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
604029	Structure-Based Drug Discovery: An Overview	Structure-Based Drug Discovery: An Overview	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847552549	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847552549	Royal Society of Chemistry		Roderick E Hubbard					978-0-85404-351-4	978-1-84755-254-9		N	2006-01-01	2006-12-31							Chemistry|MEDICAL / Pharmacology|SCIENCE / Chemistry / General	Book	EBook	N	N	N	N	N						Complete	Y	
604030	Therapeutic Oligonucleotides	Therapeutic Oligonucleotides	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847558275	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847558275	Royal Society of Chemistry		Jens Kurreck					978-0-85404-116-9	978-1-84755-827-5		N	2008-01-01	2008-12-31							Chemistry|SCIENCE / Chemistry / Clinical|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
