KBID	Title	AlternateTitle	PackageName	URL	ProxiedURL	Publisher	Edition	Author	Editor	Illustrator	PrintISSN	OnlineISSN	PrintISBN	OnlineISBN	DOI	PeerReviewed	ManagedCoverageBegin	ManagedCoverageEnd	CustomCoverageBegin	CustomCoverageEnd	CoverageStatement	Embargo	CustomEmbargo	Description	Subject	ResourceType	PackageContentType	CreateCustom	HideOnPublicationFinder	Delete	OrderedThroughEBSCO	IsCustom	UserDefinedField1	UserDefinedField2	UserDefinedField3	UserDefinedField4	UserDefinedField5	PackageType	AllowEbscoToAddNewTitles	
345902	Terpenoids and Steroids: Volume 3	Terpenoids and Steroids Volume 3|Terpenoids and Steroids: Volume 3	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557025	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557025	Royal Society of Chemistry		K H Overton					978-0-85186-276-7	978-1-84755-702-5		N	1973-01-01	1973-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
345903	Terpenoids and Steroids: Volume 4	Terpenoids and Steroids Volume 4|Terpenoids and Steroids: Volume 4	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557032	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557032	Royal Society of Chemistry		K H Overton					978-0-85186-286-6	978-1-84755-703-2		N	1974-01-01	1974-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
345904	Terpenoids and Steroids: Volume 5	Terpenoids and Steroids Volume 5|Terpenoids and Steroids: Volume 5	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557049	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557049	Royal Society of Chemistry		K H Overton					978-0-85186-296-5	978-1-84755-704-9		N	1975-01-01	1975-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
345905	Terpenoids and Steroids: Volume 6	Terpenoids and Steroids Volume 6|Terpenoids and Steroids: Volume 6	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557056	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557056	Royal Society of Chemistry		K H Overton					978-0-85186-306-1	978-1-84755-705-6		N	1976-01-01	1976-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
345906	Terpenoids and Steroids: Volume 7	Terpenoids and Steroids Volume 7|Terpenoids and Steroids: Volume 7	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557063	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557063	Royal Society of Chemistry		James R Hanson					978-0-85186-316-0	978-1-84755-706-3		N	1977-01-01	1977-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
345907	Terpenoids and Steroids: Volume 8	Terpenoids and Steroids Volume 8|Terpenoids and Steroids: Volume 8	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557070	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557070	Royal Society of Chemistry		James R Hanson					978-0-85186-326-9	978-1-84755-707-0		N	1978-01-01	1978-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
345908	Terpenoids and Steroids: Volume 9	Terpenoids and Steroids Volume 9|Terpenoids and Steroids: Volume 9	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557087	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557087	Royal Society of Chemistry		James R Hanson					978-0-85186-650-5	978-1-84755-708-7		N	1979-01-01	1979-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
345909	Theoretical Chemistry: Volume 1	Theoretical Chemistry Volume 1|Theoretical Chemistry: Volume 1	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557124	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557124	Royal Society of Chemistry		Dixon, R. N.					978-0-85186-754-0	978-1-84755-712-4		N	1974-01-01	1974-12-31								Book	EBook	N	N	N	N	N						Complete	Y	
345910	Theoretical Chemistry: Volume 2	Theoretical Chemistry Volume 2|Theoretical Chemistry: Volume 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557131	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557131	Royal Society of Chemistry		R N Dixon|C Thomson					978-0-85186-764-9	978-1-84755-713-1		N	1975-01-01	1975-12-31							Physical Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
345911	Theoretical Chemistry: A Review of the Literature Published up to the End of 1976 (Specialist Periodical Reports / Chemical Society)	Theoretical Chemistry Volume 3|Theoretical Chemistry: A Review of the Literature Published up to the End of 1976 (Specialist Periodical Reports / Chemical Society)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557148	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557148	Royal Society of Chemistry		R N Dixon|C Thomson					978-0-85186-774-8	978-1-84755-714-8		N	1978-01-01	1978-12-31							Physical Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
345912	Theoretical Chemistry: Volume 4	Theoretical Chemistry Volume 4|Theoretical Chemistry: Volume 4	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557155	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557155	Royal Society of Chemistry		C Thomson					978-0-85186-784-7	978-1-84755-715-5		N	1981-01-01	1981-12-31							Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
345914	Thin-Layer Chromatography	Thin Layer Chromatography|Thin-Layer Chromatography|Thin-layer chromatography : a modern practical approach	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552464	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552464	Royal Society of Chemistry		Peter E Wall					978-0-85404-535-8	978-1-61583-370-2|978-1-84755-246-4		N	2005-01-01	2005-12-31							Science|SCIENCE / Chemistry / Analytic|SCIENCE / Chemistry / General	Book	EBook	N	N	N	N	N						Complete	Y	
345915	Trace Element Analysis of Food and Diet	Trace Element Analysis of Food and Diet	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552495	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552495	Royal Society of Chemistry		O Yavuz Ataman|Namik K Aras					978-0-85404-576-1	978-1-61583-371-9|978-1-84755-249-5		N	2006-01-01	2006-12-31							Chemistry|SCIENCE / Chemistry / Analytic|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
345916	Trace Element Speciation for Environment, Food and Health	Trace Element Speciation for Environment Food and Health|Trace Element Speciation for Environment, Food and Health	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552204	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552204	Royal Society of Chemistry		O F X Donard|H Crews|R Cornelis|L Pitts|L Ebdon|Philippe Quevauviller					978-0-85404-459-7	978-1-84755-220-4		N	2001-01-01	2001-12-31							Science|SCIENCE / Chemistry / General|SCIENCE / Spectroscopy & Spectrum Analysis|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
345917	Trace Element Medicine and Chelation Therapy (The Royal Society of Chemistry Paperbacks)	Trace Element Medicine and Chelation Therapy (The Royal Society of Chemistry Paperbacks)|Trace Elements Medicine and Chelation Therapy	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552198	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552198	Royal Society of Chemistry		Taylor, David M.|Williams, David R.					978-0-85404-503-7	978-1-84755-219-8		N	1995-01-01	1995-12-31							Health & Medicine (General)|MEDICAL / Nutrition	Book	EBook	N	N	N	N	N						Complete	Y	
345918	Understanding Batteries	Understanding Batteries	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552228	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552228	Royal Society of Chemistry		Dell, Ronald|Rand, D. A. J.					978-0-85404-605-8	978-1-84755-222-8		N	2001-01-01	2001-12-31							Science|TECHNOLOGY & ENGINEERING / Electrical	Book	EBook	N	N	N	N	N						Complete	Y	
345920	Uses of Inorganic Chemistry in Medicine	Uses of Inorganic Chemistry in Medicine	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552242	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552242	Royal Society of Chemistry		Nicholas P Farrell					978-0-85404-444-3	978-1-62870-135-7|978-1-84755-224-2		N	1999-01-01	1999-12-31							MEDICAL / Pharmacology|Science|SCIENCE / Chemistry / Inorganic	Book	EBook	N	N	N	N	N						Complete	Y	
345921	UV Effects in Aquatic Organisms and Ecosystems	UV Effects in Aquatic Organisms and Ecosystems	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552266	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552266	Royal Society of Chemistry		Horacio Zagarese|E Walter Helbling					978-0-85404-301-9	978-1-84755-226-6		N	2003-01-01	2003-12-31							Ecology|SCIENCE / Environmental Science|SCIENCE / Physics / General|SCIENCE / Radiation	Book	EBook	N	N	N	N	N						Complete	Y	
345923	Valid Analytical Methods and Procedures	Valid Analytical Methods and Procedures	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552280	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552280	Royal Society of Chemistry		Chris Burgess					978-0-85404-482-5	978-1-84755-228-0		N	2000-01-01	2000-12-31							Science|SCIENCE / Chemistry / Analytic	Book	EBook	N	N	N	N	N						Complete	Y	
345924	Validation of Chromatography Data Systems: Meeting Business and Regulatory Requirements (RSC Chromatography Monographs)	Validation of Chromatography Data Systems|Validation of chromatography data systems : meeting business and regulatory requirements|Validation of Chromatography Data Systems: Meeting Business and Regulatory Requirements (RSC Chromatography Monographs)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847552297	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847552297	Royal Society of Chemistry		Robert McDowall					978-0-85404-969-1	978-1-61583-372-6|978-1-84755-229-7		N	2005-01-01	2005-12-31							Science|SCIENCE / Chemistry / Analytic|SCIENCE / Research & Methodology	Book	EBook	N	N	N	N	N						Complete	Y	
345925	Vitamin C: Its Chemistry and Biochemistry (Royal Society of Chemistry Paperbacks)	RSC Paperbacks, Volume 3 : Vitamin C : Its Chemistry and Biochemistry|Vitamin C|Vitamin C: Its Chemistry and Biochemistry (Royal Society of Chemistry Paperbacks)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552303	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552303	Royal Society of Chemistry		Davies, Michael B.|Austin, John A.|Partridge, David A.					978-0-85186-333-7	978-1-84755-230-3		N	1991-01-01	1991-12-31							Science|SCIENCE / Life Sciences / Anatomy & Physiology	Book	EBook	N	N	N	N	N						Complete	Y	
345926	Water Contamination Emergencies : Enhancing our Response	Water Contamination Emergencies|Water Contamination Emergencies : Enhancing our Response	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552426	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552426	Royal Society of Chemistry		John Gray|K Clive Thompson					978-0-85404-658-4	978-1-62870-137-1|978-1-84755-242-6		N	2006-01-01	2006-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Earth Sciences / Hydrology|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
345927	What Is Safe?: The Risks of Living in a Nuclear Age	What is Safe|What Is Safe?: The Risks of Living in a Nuclear Age	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552365	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552365	Royal Society of Chemistry		Williams, David R.					978-0-85404-569-3	978-1-84755-236-5		N	1998-01-01	1998-12-31							HEALTH & FITNESS / Safety|Health & Medicine (General)	Book	EBook	N	N	N	N	N						Complete	Y	
345928	Wheat Gluten	Wheat Gluten	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847552372	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847552372	Royal Society of Chemistry		Shewry, P. R.|Tatham, Arthur S.					978-0-85404-865-6	978-1-84755-237-2		N	2000-01-01	2000-12-31							Science|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
345929	A Working Method Approach for Introductory Physical Chemistry Calculations: Numerical and Graphical Problem Solving (RSC Paperbacks)	A Working Method Approach for Introductory Physical Chemistry Calculations: Numerical and Graphical Problem Solving (RSC Paperbacks)|Working Method Approach for Introductory Physical Chemistry Calculations	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550033	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550033	Royal Society of Chemistry		Hathaway, Brian J.|Murphy, Brian|Murphy, Clair					978-0-85404-553-2	978-1-78801-836-4|978-1-84755-003-3		N	1997-01-01	1997-12-31							Science|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
360742	Organometallic Chemistry: Volume 33	Organometallic Chemistry Volume 33|Organometallic Chemistry: Volume 33	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558503	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558503	Royal Society of Chemistry		M Green					978-0-85404-348-4	978-1-84755-850-3		N	2007-01-01	2007-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Inorganic	Book	EBook	N	N	N	N	N						Complete	Y	
360743	Photochemistry: Volume 36	Photochemistry Volume 36|Photochemistry: Volume 36	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558572	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558572	Royal Society of Chemistry		Ian Dunkin					978-0-85404-450-4	978-1-84755-857-2		N	2007-01-01	2007-12-31							Physical Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
360745	Nuclear Magnetic Resonance: Volume 36	Nuclear Magnetic Resonance Volume 36|Nuclear Magnetic Resonance: Volume 36	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558480	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558480	Royal Society of Chemistry		G A Webb					978-0-85404-362-0	978-1-84755-848-0		N	2007-01-01	2007-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Analytic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
360747	Organophosphorus Chemistry: Volume 36	Organophosphorus Chemistry Volume 36|Organophosphorus Chemistry: Volume 36	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558510	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558510	Royal Society of Chemistry		Tebby, John C.|Loakes, David|Allen, David W.					978-0-85404-354-5	978-1-84755-851-0		N	2007-01-01	2007-12-31								Book	EBook	N	N	N	N	N						Complete	Y	
379537	Analytical Measurement Terminology: Handbook of Terms Used in Quality Assurance of Analytical Measurement	Analytical measurement terminology handbook of terms used in quality assurance of analytical measurement|Analytical Measurement Terminology: Handbook of Terms Used in Quality Assurance of Analytical Measurement	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559289	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559289	Royal Society of Chemistry		Elizabeth Prichard					978-0-85404-443-6	978-1-84755-928-9		N	2001-01-01	2001-12-31							EDUCATION / Professional Development|Science|SCIENCE / Chemistry / Analytic|SCIENCE / Research & Methodology	Book	EBook	N	N	N	N	N						Complete	Y	
379539	Analytical Ultracentrifugation: Techniques and Methods	Analytical ultracentrifugation techniques and methods|Analytical Ultracentrifugation: Techniques and Methods	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552617	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552617	Royal Society of Chemistry		David Scott|Stephen E Harding|Arther Rowe					978-0-85404-547-1	978-1-61583-349-8|978-1-84755-261-7		N	2005-01-01	2005-12-31							Engineering|SCIENCE / Chemistry / Analytic|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
379541	Applications of reference materials in analytical chemistry	Applications of reference materials in analytical chemistry	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559388	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559388	Royal Society of Chemistry		Richard Lawn|Peter Bedson|Ron Walker|Peter Roper|Shaun Burke|Vicki J Barwick					978-0-85404-448-1	978-1-84755-938-8		N	2001-01-01	2001-12-31							Science|SCIENCE / Chemistry / Analytic|SCIENCE / Research & Methodology	Book	EBook	N	N	N	N	N						Complete	Y	
379591	Catalysis in application : proceedings of the International Symposium on Applied Catalysis to be held at the University of Glasgow on 16-18 July 2003	Catalysis in Application|Catalysis in application : proceedings of the International Symposium on Applied Catalysis to be held at the University of Glasgow on 16-18 July 2003|Catalysis in application proceedings of the International Symposium on Applied Catalysis to be held at the University of Glasgow on 16 18 July 2003	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847550347	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847550347	Royal Society of Chemistry		Justin Hargreaves|D Lennon|S David Jackson					978-0-85404-608-9	978-1-84755-034-7		N	2003-01-01	2003-12-31							Science|SCIENCE / Chemistry / Industrial & Technical|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
379598	Chemical analysis in the laboratory : a basic guide	Chemical Analysis in the Laboratory|Chemical analysis in the laboratory : a basic guide|Chemical analysis in the laboratory a basic guide	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550361	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550361	Royal Society of Chemistry		Baker, R. M.|Mueller-Harvey, I.					978-0-85404-646-1	978-1-78801-834-0|978-1-84755-036-1		N	2002-01-01	2002-12-31							Science|SCIENCE / Chemistry / Analytic	Book	EBook	N	N	N	N	N						Complete	Y	
379599	Chemical Formulation - An Overview of Surfactant-Based Preparations Used in Everyday Life	Chemical Formulation|Chemical Formulation - An Overview of Surfactant-Based Preparations Used in Everyday Life|Chemical formulation an overview of surfactant based chemical preparations used in everyday life	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550385	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550385	Royal Society of Chemistry		Hargreaves, Tony					978-0-85404-635-5	978-1-62870-357-3|978-1-78801-833-3|978-1-84755-038-5		N	2003-01-01	2003-12-31							Engineering|SCIENCE / Chemistry / Physical & Theoretical|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
379600	Chemical History: Reviews of the Recent Literature	Chemical History|Chemical history reviews of the recent literature|Chemical History: Reviews of the Recent Literature	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552631	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552631	Royal Society of Chemistry		Gerrylyn K Roberts|Colin A Russell					978-0-85404-464-1	978-1-84755-263-1		N	2005-01-01	2005-12-31							Science|SCIENCE / Chemistry / General|SCIENCE / History|SCIENCE / Philosophy & Social Aspects	Book	EBook	N	N	N	N	N						Complete	Y	
379601	The Chemistry and Physics of Coatings	chemistry and physics of coatings second edition|The Chemistry and Physics of Coatings	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847558206	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847558206	Royal Society of Chemistry		Alastair Marrion (ed)					978-0-85404-604-1	978-1-84755-820-6		N	2004-01-01	2004-12-31							Engineering|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
379603	Chlorosulfonic Acid: A Versatile Reagent	Chlorosulfonic Acid|Chlorosulfonic acid a versatile reagent|Chlorosulfonic Acid: A Versatile Reagent	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550507	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550507	Royal Society of Chemistry		R J Cremlyn					978-0-85404-498-6	978-1-84755-050-7		N	2002-01-01	2002-12-31							Science|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Inorganic|SCIENCE / Scientific Instruments	Book	EBook	N	N	N	N	N						Complete	Y	
379604	Chromic Phenomena: Technological Applications of Colour Chemistry	Chromic phenomena technological applications of colour chemistry|Chromic Phenomena: Technological Applications of Colour Chemistry	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847550538	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847550538	Royal Society of Chemistry		Peter Bamfield					978-0-85404-474-0	978-1-84755-053-8		N	2001-01-01	2001-12-31							Engineering|SCIENCE / Chemistry / Physical & Theoretical|SCIENCE / Scientific Instruments|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
379646	Developments and applications in solubility	Developments and applications in solubility	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847557681	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847557681	Royal Society of Chemistry		Trevor M Letcher					978-0-85404-372-9	978-1-84755-768-1		N	2007-01-01	2007-12-31							Engineering|SCIENCE / Chemistry / Industrial & Technical|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
379725	Fire Retardancy of Polymers: New Applications of Mineral Fillers	Fire Retardancy of Polymers (2005)|Fire retardancy of polymers new applications of mineral fillers|Fire Retardancy of Polymers: New Applications of Mineral Fillers	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552396	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552396	Royal Society of Chemistry		Sophie Duquesne|Serge Bourbigot|Michel Le Bras|Charles Wilkie|Charafedine Jama					978-0-85404-149-7|978-0-85404-582-2	978-1-84755-239-6		N	2005-01-01	2005-12-31							Engineering|TECHNOLOGY & ENGINEERING / Chemical & Biochemical|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
379733	Food Colloids: Interactions, Microstructure and Processing (Special Publication)	Food Colloids 2005|Food colloids interactions microstructure and processing|Food Colloids: Interactions, Microstructure and Processing (Special Publication)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552389	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552389	Royal Society of Chemistry		Eric Dickinson					978-0-85404-638-6	978-1-62870-464-8|978-1-84755-238-9		N	2005-01-01	2005-12-31							Engineering|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
379742	Fundamentals of food reaction technology	Fundamentals of food reaction technology	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559470	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559470	Royal Society of Chemistry		Earle, R. L.|Earle, Mary D.					978-1-904007-53-1	978-1-62870-147-0|978-1-84755-947-0		N	2003-01-01	2003-12-31							Engineering|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
379759	Granular Materials: Fundamentals and Applications	Granular Materials|Granular materials fundamentals and applications|Granular Materials: Fundamentals and Applications	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550996	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550996	Royal Society of Chemistry		Yulong Ding|W Hoyle|S Joseph Antony					978-0-85404-586-0	978-1-84755-099-6		N	2004-01-01	2004-12-31							Engineering|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Chemical & Biochemical|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
379760	Green chemistry : an introductory text	Green chemistry : an introductory text|Green chemistry an introductory text	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847551009	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847551009	Royal Society of Chemistry		Lancaster, M.					978-0-85404-620-1|978-1-84755-873-2	978-1-84755-100-9		N	2002-01-01	2002-12-31							Engineering|SCIENCE / Chemistry / Industrial & Technical|SCIENCE / Chemistry / Organic|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
379761	Gums and Stabilisers for the Food Industry 12 (Special Publication)	Gums and stabilisers for the food industry 12|Gums and Stabilisers for the Food Industry 12 (Special Publication)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847551214	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847551214	Royal Society of Chemistry		Glyn O Phillips|Peter A Williams					978-0-85404-891-5	978-1-68015-369-9|978-1-84755-121-4		N	2004-01-01	2004-12-31							Engineering|SCIENCE / Chemistry / Physical & Theoretical|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
